Model,Mean_absolute_error,Root_mean_square_error,R_2_score
Linear regression,8.476263673506336,18.844371228911864,-0.11536922091943325
Gradient Boosting,6.767321502063534,13.668256063814681,0.4132115373192855
Polynomial Regression,8.522872469572423,19.246599989211248,-0.1634919800888479
Random Forest,6.5542549582236,13.140795808387779,0.4576262185302975
MLP,7.9633651943615344,21.47280765576099,-0.44821493298236215
DNN,24.458313752293588,103.34619114681459,0.025842181763738648
